,Location,Date Scraped,Vistor Visa Times,Student & Vistor Exchange Visa Times,All Other Non-Immigrant Visa Times
12109,Bucharest,2022-03-18,Emergency Appointments Only,Emergency Appointments Only,Emergency Appointments Only
12110,Budapest,2022-03-18,Emergency Appointments Only,Emergency Appointments Only,Emergency Appointments Only
12111,Buenos Aires,2022-03-18,494,7,7
12112,Bujumbura,2022-03-18,3,3,3
12113,Cairo,2022-03-18,420,5,5
12114,Calgary,2022-03-18,177,21,157
12115,Cape Town,2022-03-18,104,9,51
12116,Caracas,2022-03-18,Temporarily Closed,Temporarily Closed,Temporarily Closed
12117,Casablanca,2022-03-18,113,3,113
12118,Chisinau,2022-03-18,305,9,14
12119,Ciudad Juarez,2022-03-18,704,2,2
12120,Colombo,2022-03-18,100,4,100
12121,Cotonou,2022-03-18,64,64,64
12122,Dakar,2022-03-18,210,10,210
12123,Damascus,2022-03-18,Temporarily Closed,Temporarily Closed,Temporarily Closed
12124,Dar es Salaam,2022-03-18,63,7,63
12125,Dhaka,2022-03-18,177,177,36
12126,Djibouti,2022-03-18,200,90,90
12127,Doha,2022-03-18,107,2,3
12128,Dubai,2022-03-18,104,90,95
12129,Dublin,2022-03-18,141,1,42
12130,Frankfurt,2022-03-18,108,7,7
12131,Freetown,2022-03-18,49,27,27
12132,Georgetown,2022-03-18,605,1,1
12133,Guangzhou,2022-03-18,4,4,4
12134,Guatemala City,2022-03-18,999,1,1
12135,Guayaquil,2022-03-18,611,1,7
12136,Hamilton,2022-03-18,120,30,90
12137,Havana,2022-03-18,Temporarily Closed,Temporarily Closed,Temporarily Closed
12138,Helsinki,2022-03-18,138,25,44
12139,Ho Chi Minh City,2022-03-18,347,137,85
12140,Hong Kong,2022-03-18,Emergency Appointments Only,Emergency Appointments Only,Emergency Appointments Only
12141,Harare,2022-03-18,107,107,107
12142,Islamabad,2022-03-18,435,5,3
12143,Jakarta,2022-03-18,53,10,40
12144,Jerusalem,2022-03-18,130,2,2
12145,Johannesburg,2022-03-18,60,14,21
12146,Kabul,2022-03-18,Closed,Closed,Closed
12147,Kampala,2022-03-18,295,233,45
12148,Kathmandu,2022-03-18,24,78,50
12149,Khartoum,2022-03-18,Emergency Appointments Only,Emergency Appointments Only,Emergency Appointments Only
12150,Kigali,2022-03-18,88,20,15
12151,Kingston,2022-03-18,677,4,4
12152,Kinshasa,2022-03-18,448,14,448
12153,Kuala Lumpur,2022-03-18,15,22,36
12154,Kuwait City,2022-03-18,4,4,4
12155,Kyiv,2022-03-18,Closed,Closed,Closed
12156,Lagos,2022-03-18,824,345,34
12157,La Paz,2022-03-18,70,1,1
12158,Libreville,2022-03-18,75,75,75
12159,Lilongwe,2022-03-18,32,32,32
12160,Lima,2022-03-18,380,14,14
12161,Ljubljana,2022-03-18,90,14,21
12162,Lome,2022-03-18,80,80,80
12163,London,2022-03-18,190,14,60
12164,Luanda,2022-03-18,22,5,1
12165,Lusaka,2022-03-18,16,9,16
12166,Madrid,2022-03-18,28,30,28
12167,Managua,2022-03-18,141,3,36
12168,Manama,2022-03-18,42,9,11
12169,Manila,2022-03-18,324,45,19
12170,Monrovia,2022-03-18,365,90,90
12171,Montevideo,2022-03-18,290,11,17
12172,Montreal,2022-03-18,Emergency Appointments Only,Emergency Appointments Only,Emergency Appointments Only
12173,Moscow,2022-03-18,Emergency Appointments Only,Emergency Appointments Only,Emergency Appointments Only
12174,Mumbai,2022-03-18,248,2,65
12175,Muscat,2022-03-18,11,11,11
12176,Naha,2022-03-18,4,11,4
12177,Nairobi,2022-03-18,528,178,1
12178,Naples,2022-03-18,49,3,10
12179,Nassau,2022-03-18,83,7,83
12180,New Delhi,2022-03-18,292,18,292
12181,Niamey,2022-03-18,90,90,90
12182,Nicosia,2022-03-18,130,7,130
12183,Oslo,2022-03-18,171,44,14
12184,Ouagadougou,2022-03-18,90,90,90
12185,Panama City,2022-03-18,482,12,12
12186,Paramaribo,2022-03-18,60,2,60
12187,Paris,2022-03-18,217,13,12
12188,Phnom Penh,2022-03-18,10,14,14
12189,Prague,2022-03-18,240,21,23
12190,Praia,2022-03-18,487,1,1
12191,Pristina,2022-03-18,155,17,155
12192,Port Au Prince,2022-03-18,365,1,7
12193,Port Moresby,2022-03-18,1,1,1
12194,Port of Spain,2022-03-18,172,21,25
12195,Rangoon,2022-03-18,Emergency Appointments Only,Emergency Appointments Only,Emergency Appointments Only
12196,Reykjavik,2022-03-18,60,60,60
12197,Riga,2022-03-18,1,1,1
12198,Rio de Janeiro,2022-03-18,178,1,2
12199,Riyadh,2022-03-18,16,9,16
12200,Sanaa,2022-03-18,Temporarily Closed,Temporarily Closed,Temporarily Closed
12201,San Jose,2022-03-18,500,23,142
12202,San Salvador,2022-03-18,311,2,2
12203,Santiago,2022-03-18,700,44,65
12204,Santo Domingo,2022-03-18,750,49,7
12205,Sarajevo,2022-03-18,55,15,15
12206,Seoul,2022-03-18,55,36,36
12207,Singapore,2022-03-18,42,2,10
12208,Skopje,2022-03-18,32,32,32
12209,Sofia,2022-03-18,60,7,7
12210,Stockholm,2022-03-18,402,1,75
12211,Suva,2022-03-18,3,2,3
12212,Sydney,2022-03-18,300,62,181
12213,Taipei,2022-03-18,1,1,2
12214,Tallinn,2022-03-18,30,3,14
12215,Tashkent,2022-03-18,70,15,15
12216,Tbilisi,2022-03-18,694,78,29
12217,Tegucigalpa,2022-03-18,833,3,1
12218,Tel Aviv,2022-03-18,262,1,1
12219,Tirana,2022-03-18,265,8,8
12220,Tokyo,2022-03-18,3,3,3
12221,Tunis,2022-03-18,90,14,7
12222,Ulaanbaatar,2022-03-18,251,17,21
12223,Vancouver,2022-03-18,421,8,420
12224,Vienna,2022-03-18,170,25,25
12225,Vientiane,2022-03-18,7,7,7
12226,Vilnius,2022-03-18,9,23,23
